genotype,PC1,PC2,PC3
GH_7293,-0.2489931253412962,-0.1833131533355349,-0.4559977478552361
GH_7295,0.806735564492169,1.0379113609974244,0.121997681305018
GH_7299,0.2197482569316442,0.4169584878876833,-0.1783126716133028
GH_7300,-0.4561923768314642,-0.2973803285564884,0.2323764691867091
GH_7327,1.9450464785035817,0.2216859200907626,-0.2769011597085343
GH_7328,0.5311679990612337,-0.3986497659457224,0.0590779607302202
